title,difficulty_short,difficulty,level,notes
東京神話,SPL,5,-1,-1
命の標本,SPB,1,-1,-1
命の標本,SPN,2,4,372
命の標本,SPH,3,8,864
命の標本,SPA,4,11,1358
命の標本,SPL,5,-1,-1
& Intelligence,SPB,1,-1,-1
& Intelligence,SPN,2,5,594
& Intelligence,SPH,3,9,1112
& Intelligence,SPA,4,11,1623
& Intelligence,SPL,5,-1,-1
50th Memorial Songs -Beginning Story-,SPB,1,-1,-1
50th Memorial Songs -Beginning Story-,SPN,2,4,417
50th Memorial Songs -Beginning Story-,SPH,3,8,846
50th Memorial Songs -Beginning Story-,SPA,4,10,1378
50th Memorial Songs -Beginning Story-,SPL,5,-1,-1
50th Memorial Songs -Flagship medley-,SPB,1,-1,-1
50th Memorial Songs -Flagship medley-,SPN,2,5,496
50th Memorial Songs -Flagship medley-,SPH,3,8,786
50th Memorial Songs -Flagship medley-,SPA,4,10,1157
50th Memorial Songs -Flagship medley-,SPL,5,-1,-1
50th Memorial Songs -The BEMANI History-,SPB,1,-1,-1
50th Memorial Songs -The BEMANI History-,SPN,2,5,545
50th Memorial Songs -The BEMANI History-,SPH,3,9,851
50th Memorial Songs -The BEMANI History-,SPA,4,11,1348
50th Memorial Songs -The BEMANI History-,SPL,5,-1,-1
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,SPB,1,-1,-1
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,SPN,2,5,621
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,SPH,3,8,834
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,SPA,4,10,1311
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,SPL,5,-1,-1
A Tale Hidden In The Abyss,SPB,1,-1,-1
A Tale Hidden In The Abyss,SPN,2,6,480
A Tale Hidden In The Abyss,SPH,3,9,888
A Tale Hidden In The Abyss,SPA,4,11,1346
A Tale Hidden In The Abyss,SPL,5,-1,-1
Afterimage d'automne,SPB,1,-1,-1
Afterimage d'automne,SPN,2,6,519
Afterimage d'automne,SPH,3,9,879
Afterimage d'automne,SPA,4,11,1480
Afterimage d'automne,SPL,5,-1,-1
AGAiN,SPB,1,-1,-1
AGAiN,SPN,2,5,518
AGAiN,SPH,3,8,823
AGAiN,SPA,4,10,1166
AGAiN,SPL,5,-1,-1
Angels & Demons,SPB,1,-1,-1
Angels & Demons,SPN,2,5,468
Angels & Demons,SPH,3,8,907
Angels & Demons,SPA,4,10,1233
Angels & Demons,SPL,5,-1,-1
BLACK JACKAL,SPB,1,-1,-1
BLACK JACKAL,SPN,2,5,428
BLACK JACKAL,SPH,3,8,812
BLACK JACKAL,SPA,4,10,1183
BLACK JACKAL,SPL,5,-1,-1
BLOSSOM,SPB,1,-1,-1
BLOSSOM,SPN,2,5,550
BLOSSOM,SPH,3,8,843
BLOSSOM,SPA,4,10,1290
BLOSSOM,SPL,5,-1,-1
Carmina,SPB,1,-1,-1
Carmina,SPN,2,6,683
Carmina,SPH,3,10,1292
Carmina,SPA,4,12,2000
Carmina,SPL,5,-1,-1
Carry Me Away,SPB,1,-1,-1
Carry Me Away,SPN,2,7,575
Carry Me Away,SPH,3,9,933
Carry Me Away,SPA,4,12,1613
Carry Me Away,SPL,5,-1,-1
Catch Our Fire!,SPB,1,-1,-1
Catch Our Fire!,SPN,2,6,699
Catch Our Fire!,SPH,3,10,1186
Catch Our Fire!,SPA,4,12,1885
Catch Our Fire!,SPL,5,-1,-1
CODE:0,SPB,1,-1,-1
CODE:0,SPN,2,5,726
CODE:0,SPH,3,9,1120
CODE:0,SPA,4,11,1454
CODE:0,SPL,5,-1,-1
CoMAAAAAAA,SPB,1,-1,-1
CoMAAAAAAA,SPN,2,6,643
CoMAAAAAAA,SPH,3,9,1068
CoMAAAAAAA,SPA,4,10,1208
CoMAAAAAAA,SPL,5,-1,-1
COSMIC CYBER,SPB,1,-1,-1
COSMIC CYBER,SPN,2,5,524
COSMIC CYBER,SPH,3,9,862
COSMIC CYBER,SPA,4,11,1469
COSMIC CYBER,SPL,5,-1,-1
Cranberry City ft. Luschel,SPB,1,-1,-1
Cranberry City ft. Luschel,SPN,2,5,433
Cranberry City ft. Luschel,SPH,3,8,816
Cranberry City ft. Luschel,SPA,4,10,1234
Cranberry City ft. Luschel,SPL,5,-1,-1
dAuntl3ss,SPB,1,-1,-1
dAuntl3ss,SPN,2,6,542
dAuntl3ss,SPH,3,10,1018
dAuntl3ss,SPA,4,12,1775
dAuntl3ss,SPL,5,-1,-1
Digital Skipper,SPB,1,-1,-1
Digital Skipper,SPN,2,6,504
Digital Skipper,SPH,3,8,807
Digital Skipper,SPA,4,10,1133
Digital Skipper,SPL,5,-1,-1
Dr. Chemical & Killing Machine,SPB,1,-1,-1
Dr. Chemical & Killing Machine,SPN,2,5,567
Dr. Chemical & Killing Machine,SPH,3,9,964
Dr. Chemical & Killing Machine,SPA,4,12,1700
Dr. Chemical & Killing Machine,SPL,5,-1,-1
Drastic Dramatic,SPB,1,-1,-1
Drastic Dramatic,SPN,2,7,800
Drastic Dramatic,SPH,3,10,1231
Drastic Dramatic,SPA,4,12,1765
Drastic Dramatic,SPL,5,-1,-1
DRUNK MONKY,SPB,1,-1,-1
DRUNK MONKY,SPN,2,7,524
DRUNK MONKY,SPH,3,10,833
DRUNK MONKY,SPA,4,12,1177
DRUNK MONKY,SPL,5,-1,-1
Ember Lights,SPB,1,-1,-1
Ember Lights,SPN,2,5,491
Ember Lights,SPH,3,9,842
Ember Lights,SPA,4,11,1369
Ember Lights,SPL,5,-1,-1
EVANESCENT,SPB,1,-1,-1
EVANESCENT,SPN,2,6,661
EVANESCENT,SPH,3,10,1241
EVANESCENT,SPA,4,12,1845
EVANESCENT,SPL,5,-1,-1
Garuda,SPB,1,-1,-1
Garuda,SPN,2,5,541
Garuda,SPH,3,9,842
Garuda,SPA,4,11,1323
Garuda,SPL,5,-1,-1
Geirskogul,SPB,1,-1,-1
Geirskogul,SPN,2,5,545
Geirskogul,SPH,3,8,808
Geirskogul,SPA,4,10,1128
Geirskogul,SPL,5,-1,-1
GENE,SPB,1,-1,-1
GENE,SPN,2,7,664
GENE,SPH,3,10,1009
GENE,SPA,4,12,2183
GENE,SPL,5,-1,-1
GIGA THRASH,SPB,1,-1,-1
GIGA THRASH,SPN,2,6,643
GIGA THRASH,SPH,3,9,970
GIGA THRASH,SPA,4,11,1400
GIGA THRASH,SPL,5,-1,-1
Glory,SPB,1,-1,-1
Glory,SPN,2,4,390
Glory,SPH,3,7,855
Glory,SPA,4,9,1185
Glory,SPL,5,-1,-1
GO OVER WITH GLARE -ROOTAGE 26-,SPB,1,-1,-1
GO OVER WITH GLARE -ROOTAGE 26-,SPN,2,6,548
GO OVER WITH GLARE -ROOTAGE 26-,SPH,3,10,1160
GO OVER WITH GLARE -ROOTAGE 26-,SPA,4,12,2000
GO OVER WITH GLARE -ROOTAGE 26-,SPL,5,-1,-1
HARD BRAIN,SPB,1,-1,-1
HARD BRAIN,SPN,2,6,701
HARD BRAIN,SPH,3,9,1044
HARD BRAIN,SPA,4,12,1914
HARD BRAIN,SPL,5,-1,-1
HEISEI,SPB,1,2,190
HEISEI,SPN,2,6,590
HEISEI,SPH,3,10,992
HEISEI,SPA,4,11,1291
HEISEI,SPL,5,-1,-1
HOT LIMIT,SPB,1,2,203
HOT LIMIT,SPN,2,5,537
HOT LIMIT,SPH,3,9,871
HOT LIMIT,SPA,4,10,1281
HOT LIMIT,SPL,5,-1,-1
Hurry Hurry,SPB,1,-1,-1
Hurry Hurry,SPN,2,4,380
Hurry Hurry,SPH,3,6,527
Hurry Hurry,SPA,4,9,1045
Hurry Hurry,SPL,5,-1,-1
IDC feat.REVERBEE (Mo'Cuts Ver),SPB,1,-1,-1
IDC feat.REVERBEE (Mo'Cuts Ver),SPN,2,7,557
IDC feat.REVERBEE (Mo'Cuts Ver),SPH,3,9,818
IDC feat.REVERBEE (Mo'Cuts Ver),SPA,4,11,1145
IDC feat.REVERBEE (Mo'Cuts Ver),SPL,5,-1,-1
IDOL syndrome.,SPB,1,-1,-1
IDOL syndrome.,SPN,2,4,382
IDOL syndrome.,SPH,3,7,738
IDOL syndrome.,SPA,4,10,1109
IDOL syndrome.,SPL,5,-1,-1
KILL EACH OTHER,SPB,1,-1,-1
KILL EACH OTHER,SPN,2,7,711
KILL EACH OTHER,SPH,3,10,1270
KILL EACH OTHER,SPA,4,12,1945
KILL EACH OTHER,SPL,5,-1,-1
L.F.O,SPB,1,-1,-1
L.F.O,SPN,2,5,444
L.F.O,SPH,3,9,898
L.F.O,SPA,4,12,1687
L.F.O,SPL,5,-1,-1
LADYBIRD,SPB,1,-1,-1
LADYBIRD,SPN,2,7,572
LADYBIRD,SPH,3,9,865
LADYBIRD,SPA,4,11,1258
LADYBIRD,SPL,5,-1,-1
Let me be your cure,SPB,1,-1,-1
Let me be your cure,SPN,2,5,573
Let me be your cure,SPH,3,7,718
Let me be your cure,SPA,4,10,1344
Let me be your cure,SPL,5,-1,-1
Lethal Weapon,SPB,1,-1,-1
Lethal Weapon,SPN,2,6,598
Lethal Weapon,SPH,3,9,961
Lethal Weapon,SPA,4,12,1646
Lethal Weapon,SPL,5,-1,-1
Level One,SPB,1,-1,-1
Level One,SPN,2,6,647
Level One,SPH,3,10,1182
Level One,SPA,4,12,1857
Level One,SPL,5,-1,-1
Lift Us High,SPB,1,-1,-1
Lift Us High,SPN,2,5,494
Lift Us High,SPH,3,8,808
Lift Us High,SPA,4,10,1247
Lift Us High,SPL,5,-1,-1
LOST TECHNOLOGIE,SPB,1,-1,-1
LOST TECHNOLOGIE,SPN,2,5,590
LOST TECHNOLOGIE,SPH,3,9,984
LOST TECHNOLOGIE,SPA,4,12,1822
LOST TECHNOLOGIE,SPL,5,-1,-1
Macho Monky,SPB,1,-1,-1
Macho Monky,SPN,2,6,754
Macho Monky,SPH,3,10,1123
Macho Monky,SPA,4,12,1588
Macho Monky,SPL,5,-1,-1
Necroxis Girl,SPB,1,-1,-1
Necroxis Girl,SPN,2,6,601
Necroxis Girl,SPH,3,9,1027
Necroxis Girl,SPA,4,11,1441
Necroxis Girl,SPL,5,-1,-1
"Next Tales 2 Oath (IIDX 20th Anniv ""Ring"" Theme)",SPB,1,-1,-1
"Next Tales 2 Oath (IIDX 20th Anniv ""Ring"" Theme)",SPN,2,5,457
"Next Tales 2 Oath (IIDX 20th Anniv ""Ring"" Theme)",SPH,3,9,847
"Next Tales 2 Oath (IIDX 20th Anniv ""Ring"" Theme)",SPA,4,11,1387
"Next Tales 2 Oath (IIDX 20th Anniv ""Ring"" Theme)",SPL,5,-1,-1
Night! Night! Night!,SPB,1,-1,-1
Night! Night! Night!,SPN,2,6,609
Night! Night! Night!,SPH,3,9,931
Night! Night! Night!,SPA,4,11,1540
Night! Night! Night!,SPL,5,-1,-1
ONIGOROSHI,SPB,1,-1,-1
ONIGOROSHI,SPN,2,6,597
ONIGOROSHI,SPH,3,10,1107
ONIGOROSHI,SPA,4,12,1541
ONIGOROSHI,SPL,5,-1,-1
OVER TIME,SPB,1,-1,-1
OVER TIME,SPN,2,3,293
OVER TIME,SPH,3,5,492
OVER TIME,SPA,4,8,779
OVER TIME,SPL,5,-1,-1
Painful Fate,SPB,1,-1,-1
Painful Fate,SPN,2,7,642
Painful Fate,SPH,3,10,1178
Painful Fate,SPA,4,12,1702
Painful Fate,SPL,5,-1,-1
Particle Arts,SPB,1,-1,-1
Particle Arts,SPN,2,4,451
Particle Arts,SPH,3,8,844
Particle Arts,SPA,4,10,1266
Particle Arts,SPL,5,-1,-1
Playing With Fire,SPB,1,-1,-1
Playing With Fire,SPN,2,6,512
Playing With Fire,SPH,3,9,866
Playing With Fire,SPA,4,11,1200
Playing With Fire,SPL,5,-1,-1
Please Welcome Mr.C,SPB,1,-1,-1
Please Welcome Mr.C,SPN,2,6,572
Please Welcome Mr.C,SPH,3,9,916
Please Welcome Mr.C,SPA,4,12,1522
Please Welcome Mr.C,SPL,5,-1,-1
Psycho Sheep Riddim,SPB,1,-1,-1
Psycho Sheep Riddim,SPN,2,3,324
Psycho Sheep Riddim,SPH,3,7,512
Psycho Sheep Riddim,SPA,4,9,841
Psycho Sheep Riddim,SPL,5,-1,-1
R∞tAge,SPB,1,3,273
R∞tAge,SPN,2,5,565
R∞tAge,SPH,3,8,850
R∞tAge,SPA,4,11,1503
R∞tAge,SPL,5,-1,-1
Red. by Jack Trance,SPB,1,-1,-1
Red. by Jack Trance,SPN,2,7,770
Red. by Jack Trance,SPH,3,10,1122
Red. by Jack Trance,SPA,4,12,1862
Red. by Jack Trance,SPL,5,-1,-1
REPLAY,SPB,1,-1,-1
REPLAY,SPN,2,4,478
REPLAY,SPH,3,8,840
REPLAY,SPA,4,10,1141
REPLAY,SPL,5,-1,-1
ROCK女 feat. 大山愛未， Ken,SPB,1,-1,-1
ROCK女 feat. 大山愛未， Ken,SPN,2,7,548
ROCK女 feat. 大山愛未， Ken,SPH,3,9,954
ROCK女 feat. 大山愛未， Ken,SPA,4,11,1436
ROCK女 feat. 大山愛未， Ken,SPL,5,-1,-1
ROZA DE ANDALUCIA,SPB,1,-1,-1
ROZA DE ANDALUCIA,SPN,2,6,667
ROZA DE ANDALUCIA,SPH,3,9,1071
ROZA DE ANDALUCIA,SPA,4,11,1560
ROZA DE ANDALUCIA,SPL,5,-1,-1
ruin of opals,SPB,1,-1,-1
ruin of opals,SPN,2,6,533
ruin of opals,SPH,3,10,1016
ruin of opals,SPA,4,12,1646
ruin of opals,SPL,5,-1,-1
Serious?,SPB,1,-1,-1
Serious?,SPN,2,3,298
Serious?,SPH,3,7,605
Serious?,SPA,4,10,1142
Serious?,SPL,5,-1,-1
Sidechained Threats,SPB,1,-1,-1
Sidechained Threats,SPN,2,6,627
Sidechained Threats,SPH,3,8,1026
Sidechained Threats,SPA,4,10,1238
Sidechained Threats,SPL,5,-1,-1
SIGMA,SPB,1,-1,-1
SIGMA,SPN,2,5,430
SIGMA,SPH,3,8,804
SIGMA,SPA,4,10,1395
SIGMA,SPL,5,-1,-1
Six String Proof,SPB,1,-1,-1
Six String Proof,SPN,2,5,455
Six String Proof,SPH,3,9,855
Six String Proof,SPA,4,11,1308
Six String Proof,SPL,5,-1,-1
SPEED ROCKER,SPB,1,-1,-1
SPEED ROCKER,SPN,2,4,464
SPEED ROCKER,SPH,3,9,879
SPEED ROCKER,SPA,4,10,1175
SPEED ROCKER,SPL,5,-1,-1
Starry Night,SPB,1,-1,-1
Starry Night,SPN,2,4,467
Starry Night,SPH,3,7,847
Starry Night,SPA,4,10,1268
Starry Night,SPL,5,-1,-1
Technicolour Dreams,SPB,1,-1,-1
Technicolour Dreams,SPN,2,5,474
Technicolour Dreams,SPH,3,8,722
Technicolour Dreams,SPA,4,10,1202
Technicolour Dreams,SPL,5,-1,-1
The Best of Both Worlds,SPB,1,-1,-1
The Best of Both Worlds,SPN,2,3,301
The Best of Both Worlds,SPH,3,8,726
The Best of Both Worlds,SPA,4,10,1128
The Best of Both Worlds,SPL,5,-1,-1
THE DAY OF JUBILATIONS,SPB,1,-1,-1
THE DAY OF JUBILATIONS,SPN,2,7,794
THE DAY OF JUBILATIONS,SPH,3,10,1234
THE DAY OF JUBILATIONS,SPA,4,12,1757
THE DAY OF JUBILATIONS,SPL,5,-1,-1
The Rebellion of Sequencer,SPB,1,-1,-1
The Rebellion of Sequencer,SPN,2,7,646
The Rebellion of Sequencer,SPH,3,10,1054
The Rebellion of Sequencer,SPA,4,12,1634
The Rebellion of Sequencer,SPL,5,-1,-1
The Sealer ～ア・ミリアとミリアの民～,SPB,1,-1,-1
The Sealer ～ア・ミリアとミリアの民～,SPN,2,4,427
The Sealer ～ア・ミリアとミリアの民～,SPH,3,7,716
The Sealer ～ア・ミリアとミリアの民～,SPA,4,10,1117
The Sealer ～ア・ミリアとミリアの民～,SPL,5,-1,-1
toy boxer,SPB,1,-1,-1
toy boxer,SPN,2,4,390
toy boxer,SPH,3,8,725
toy boxer,SPA,4,10,1122
toy boxer,SPL,5,-1,-1
ToyCube Pf.(RX-Ver.S.P.L.),SPB,1,-1,-1
ToyCube Pf.(RX-Ver.S.P.L.),SPN,2,4,379
ToyCube Pf.(RX-Ver.S.P.L.),SPH,3,7,789
ToyCube Pf.(RX-Ver.S.P.L.),SPA,4,9,1153
ToyCube Pf.(RX-Ver.S.P.L.),SPL,5,-1,-1
Trill auf G,SPB,1,-1,-1
Trill auf G,SPN,2,6,586
Trill auf G,SPH,3,10,1098
Trill auf G,SPA,4,12,1670
Trill auf G,SPL,5,-1,-1
Twilight Warp,SPB,1,-1,-1
Twilight Warp,SPN,2,4,483
Twilight Warp,SPH,3,7,741
Twilight Warp,SPA,4,9,1083
Twilight Warp,SPL,5,-1,-1
U.S.A.,SPB,1,3,287
U.S.A.,SPN,2,6,568
U.S.A.,SPH,3,9,969
U.S.A.,SPA,4,11,1467
U.S.A.,SPL,5,-1,-1
Unbelief,SPB,1,-1,-1
Unbelief,SPN,2,5,570
Unbelief,SPH,3,10,1113
Unbelief,SPA,4,12,1675
Unbelief,SPL,5,-1,-1
UNDERWORLD HOLOGRAPHY,SPB,1,-1,-1
UNDERWORLD HOLOGRAPHY,SPN,2,5,580
UNDERWORLD HOLOGRAPHY,SPH,3,9,1081
UNDERWORLD HOLOGRAPHY,SPA,4,11,1648
UNDERWORLD HOLOGRAPHY,SPL,5,-1,-1
Urban Constellations,SPB,1,-1,-1
Urban Constellations,SPN,2,4,362
Urban Constellations,SPH,3,8,771
Urban Constellations,SPA,4,11,1167
Urban Constellations,SPL,5,-1,-1
Visterhv,SPB,1,-1,-1
Visterhv,SPN,2,6,642
Visterhv,SPH,3,10,1152
Visterhv,SPA,4,12,1869
Visterhv,SPL,5,-1,-1
voltississimo,SPB,1,-1,-1
voltississimo,SPN,2,6,613
voltississimo,SPH,3,10,1135
voltississimo,SPA,4,12,1888
voltississimo,SPL,5,-1,-1
Wing of Hearts,SPB,1,-1,-1
Wing of Hearts,SPN,2,5,567
Wing of Hearts,SPH,3,8,916
Wing of Hearts,SPA,4,10,1473
Wing of Hearts,SPL,5,-1,-1
Wolf 1061,SPB,1,-1,-1
Wolf 1061,SPN,2,4,516
Wolf 1061,SPH,3,8,872
Wolf 1061,SPA,4,11,1584
Wolf 1061,SPL,5,-1,-1
Won(*3*)Chu KissMe!,SPB,1,1,136
Won(*3*)Chu KissMe!,SPN,2,5,471
Won(*3*)Chu KissMe!,SPH,3,8,709
Won(*3*)Chu KissMe!,SPA,4,10,1263
Won(*3*)Chu KissMe!,SPL,5,-1,-1
Wonderland,SPB,1,-1,-1
Wonderland,SPN,2,5,542
Wonderland,SPH,3,9,957
Wonderland,SPA,4,11,1393
Wonderland,SPL,5,-1,-1
X-DEN,SPB,1,-1,-1
X-DEN,SPN,2,8,861
X-DEN,SPH,3,11,1418
X-DEN,SPA,4,12,2220
X-DEN,SPL,5,-1,-1
XENON II ～TOMOYUKIの野望～,SPB,1,-1,-1
XENON II ～TOMOYUKIの野望～,SPN,2,6,601
XENON II ～TOMOYUKIの野望～,SPH,3,9,915
XENON II ～TOMOYUKIの野望～,SPA,4,11,1523
XENON II ～TOMOYUKIの野望～,SPL,5,-1,-1
Xlo,SPB,1,-1,-1
Xlo,SPN,2,7,776
Xlo,SPH,3,10,1304
Xlo,SPA,4,12,1988
Xlo,SPL,5,-1,-1
Yum Yum Jelly,SPB,1,-1,-1
Yum Yum Jelly,SPN,2,5,398
Yum Yum Jelly,SPH,3,9,799
Yum Yum Jelly,SPA,4,11,1204
Yum Yum Jelly,SPL,5,-1,-1
ZENDEGI DANCE,SPB,1,-1,-1
ZENDEGI DANCE,SPN,2,6,602
ZENDEGI DANCE,SPH,3,9,935
ZENDEGI DANCE,SPA,4,11,1393
ZENDEGI DANCE,SPL,5,-1,-1
おーまい！らぶりー！すうぃーてぃ！だーりん！,SPB,1,-1,-1
おーまい！らぶりー！すうぃーてぃ！だーりん！,SPN,2,5,560
おーまい！らぶりー！すうぃーてぃ！だーりん！,SPH,3,9,1009
おーまい！らぶりー！すうぃーてぃ！だーりん！,SPA,4,11,1480
おーまい！らぶりー！すうぃーてぃ！だーりん！,SPL,5,-1,-1
お菓子の王国,SPB,1,-1,-1
お菓子の王国,SPN,2,7,718
お菓子の王国,SPH,3,10,1191
お菓子の王国,SPA,4,12,2109
お菓子の王国,SPL,5,-1,-1
グラナダの風,SPB,1,-1,-1
グラナダの風,SPN,2,5,414
グラナダの風,SPH,3,8,637
グラナダの風,SPA,4,10,954
グラナダの風,SPL,5,-1,-1
サクラあっぱれーしょん,SPB,1,1,134
サクラあっぱれーしょん,SPN,2,3,316
サクラあっぱれーしょん,SPH,3,7,785
サクラあっぱれーしょん,SPA,4,9,1166
サクラあっぱれーしょん,SPL,5,-1,-1
セカンドピアス,SPB,1,-1,-1
セカンドピアス,SPN,2,3,302
セカンドピアス,SPH,3,6,555
セカンドピアス,SPA,4,9,1015
セカンドピアス,SPL,5,-1,-1
ハードベース・フェスタ,SPB,1,-1,-1
ハードベース・フェスタ,SPN,2,6,582
ハードベース・フェスタ,SPH,3,9,928
ハードベース・フェスタ,SPA,4,11,1447
ハードベース・フェスタ,SPL,5,-1,-1
ミストレス・アンに花束を,SPB,1,-1,-1
ミストレス・アンに花束を,SPN,2,3,293
ミストレス・アンに花束を,SPH,3,6,518
ミストレス・アンに花束を,SPA,4,8,718
ミストレス・アンに花束を,SPL,5,-1,-1
ミッドナイト☆WAR,SPB,1,-1,-1
ミッドナイト☆WAR,SPN,2,5,414
ミッドナイト☆WAR,SPH,3,8,800
ミッドナイト☆WAR,SPA,4,11,1261
ミッドナイト☆WAR,SPL,5,-1,-1
夏の匂い。キミの残像。 ft. Kanae Asaba,SPB,1,-1,-1
夏の匂い。キミの残像。 ft. Kanae Asaba,SPN,2,4,347
夏の匂い。キミの残像。 ft. Kanae Asaba,SPH,3,8,777
夏の匂い。キミの残像。 ft. Kanae Asaba,SPA,4,10,1281
夏の匂い。キミの残像。 ft. Kanae Asaba,SPL,5,-1,-1
花冠 feat.Aikapin,SPB,1,-1,-1
花冠 feat.Aikapin,SPN,2,6,513
花冠 feat.Aikapin,SPH,3,9,869
花冠 feat.Aikapin,SPA,4,11,1365
花冠 feat.Aikapin,SPL,5,-1,-1
金野火織の金色提言,SPB,1,-1,-1
金野火織の金色提言,SPN,2,6,643
金野火織の金色提言,SPH,3,10,1171
金野火織の金色提言,SPA,4,12,1630
金野火織の金色提言,SPL,5,-1,-1
最小三倍完全数,SPB,1,-1,-1
最小三倍完全数,SPN,2,5,469
最小三倍完全数,SPH,3,9,921
最小三倍完全数,SPA,4,12,1314
最小三倍完全数,SPL,5,-1,-1
深愛のリグレット,SPB,1,-1,-1
深愛のリグレット,SPN,2,4,399
深愛のリグレット,SPH,3,7,605
深愛のリグレット,SPA,4,10,1206
深愛のリグレット,SPL,5,-1,-1
泰東ノ翠霞,SPB,1,-1,-1
泰東ノ翠霞,SPN,2,3,252
泰東ノ翠霞,SPH,3,6,384
泰東ノ翠霞,SPA,4,11,914
泰東ノ翠霞,SPL,5,-1,-1
爆ゼニ☆がってんワーカー,SPB,1,-1,-1
爆ゼニ☆がってんワーカー,SPN,2,6,639
爆ゼニ☆がってんワーカー,SPH,3,9,993
爆ゼニ☆がってんワーカー,SPA,4,11,1391
爆ゼニ☆がってんワーカー,SPL,5,-1,-1
抱きしめてモナムール,SPB,1,-1,-1
抱きしめてモナムール,SPN,2,5,664
抱きしめてモナムール,SPH,3,10,1189
抱きしめてモナムール,SPA,4,12,2110
抱きしめてモナムール,SPL,5,-1,-1
龍王の霊廟(Mausoleum Of The Primal Dragon),SPB,1,-1,-1
龍王の霊廟(Mausoleum Of The Primal Dragon),SPN,2,6,576
龍王の霊廟(Mausoleum Of The Primal Dragon),SPH,3,10,1190
龍王の霊廟(Mausoleum Of The Primal Dragon),SPA,4,11,1614
龍王の霊廟(Mausoleum Of The Primal Dragon),SPL,5,-1,-1
27th style,SPB,1,-1,-1
27th style,SPN,2,5,593
27th style,SPH,3,9,908
27th style,SPA,4,11,1299
27th style,SPL,5,-1,-1
Advent Infamous,SPB,1,-1,-1
Advent Infamous,SPN,2,5,508
Advent Infamous,SPH,3,8,843
Advent Infamous,SPA,4,11,1454
Advent Infamous,SPL,5,-1,-1
AKASHIC BREAK,SPB,1,-1,-1
AKASHIC BREAK,SPN,2,6,633
AKASHIC BREAK,SPH,3,10,1243
AKASHIC BREAK,SPA,4,12,1823
AKASHIC BREAK,SPL,5,-1,-1
And-RoiD,SPB,1,-1,-1
And-RoiD,SPN,2,4,373
And-RoiD,SPH,3,7,672
And-RoiD,SPA,4,9,1008
And-RoiD,SPL,5,-1,-1
Artist,SPB,1,-1,-1
Artist,SPN,2,7,660
Artist,SPH,3,10,1243
Artist,SPA,4,12,1870
Artist,SPL,5,-1,-1
Backyard Stars,SPB,1,-1,-1
Backyard Stars,SPN,2,6,540
Backyard Stars,SPH,3,9,844
Backyard Stars,SPA,4,10,1155
Backyard Stars,SPL,5,-1,-1
BEAT PRISONER,SPB,1,-1,-1
BEAT PRISONER,SPN,2,6,629
BEAT PRISONER,SPH,3,9,1083
BEAT PRISONER,SPA,4,12,1844
BEAT PRISONER,SPL,5,-1,-1
beatAffection,SPB,1,-1,-1
beatAffection,SPN,2,5,524
beatAffection,SPH,3,8,792
beatAffection,SPA,4,10,1341
beatAffection,SPL,5,-1,-1
Beautiful Harmony (IIDX Mix),SPB,1,-1,-1
Beautiful Harmony (IIDX Mix),SPN,2,5,452
Beautiful Harmony (IIDX Mix),SPH,3,8,870
Beautiful Harmony (IIDX Mix),SPA,4,10,1246
Beautiful Harmony (IIDX Mix),SPL,5,-1,-1
Bow shock!!,SPB,1,-1,-1
Bow shock!!,SPN,2,4,408
Bow shock!!,SPH,3,9,986
Bow shock!!,SPA,4,11,1566
Bow shock!!,SPL,5,-1,-1
Calvados Queen,SPB,1,-1,-1
Calvados Queen,SPN,2,5,502
Calvados Queen,SPH,3,8,777
Calvados Queen,SPA,4,10,1242
Calvados Queen,SPL,5,-1,-1
Change Yourself,SPB,1,-1,-1
Change Yourself,SPN,2,5,493
Change Yourself,SPH,3,9,890
Change Yourself,SPA,4,11,1288
Change Yourself,SPL,5,-1,-1
Crank It,SPB,1,-1,-1
Crank It,SPN,2,4,393
Crank It,SPH,3,7,731
Crank It,SPA,4,9,1228
Crank It,SPL,5,-1,-1
Dans la nuit de l'eternite,SPB,1,-1,-1
Dans la nuit de l'eternite,SPN,2,7,718
Dans la nuit de l'eternite,SPH,3,10,1153
Dans la nuit de l'eternite,SPA,4,12,1830
Dans la nuit de l'eternite,SPL,5,-1,-1
Do What You Want,SPB,1,-1,-1
Do What You Want,SPN,2,4,352
Do What You Want,SPH,3,7,644
Do What You Want,SPA,4,10,1027
Do What You Want,SPL,5,-1,-1
Double Dribble,SPB,1,-1,-1
Double Dribble,SPN,2,6,654
Double Dribble,SPH,3,10,1009
Double Dribble,SPA,4,12,1683
Double Dribble,SPL,5,-1,-1
Drop It,SPB,1,-1,-1
Drop It,SPN,2,6,713
Drop It,SPH,3,9,1032
Drop It,SPA,4,11,1419
Drop It,SPL,5,-1,-1
Duration,SPB,1,-1,-1
Duration,SPN,2,3,272
Duration,SPH,3,6,514
Duration,SPA,4,9,978
Duration,SPL,5,-1,-1
EROICA,SPB,1,-1,-1
EROICA,SPN,2,7,703
EROICA,SPH,3,10,1193
EROICA,SPA,4,12,2040
EROICA,SPL,5,-1,-1
Everlasting Message,SPB,1,-1,-1
Everlasting Message,SPN,2,7,638
Everlasting Message,SPH,3,10,1197
Everlasting Message,SPA,4,12,1970
Everlasting Message,SPL,5,-1,-1
